Publication Number,Kind Code,Title,Assignee,Innography URL,First IP Classification,First CP Classification,First US Classification
US12321261,B2,"Storage device translating logical address on the basis of sequentiality of namespace, and method thereof","Sk Hynix Inc.",https://patentscout.innography.com/share/clM_PLE50elHbiVPf8sLeQ%3D%3D,G06F01202000,G06F0003060400,345543000
US11513720,B1,"Data storage device having predictive analytics","Sandisk Technologies, Inc.",https://patentscout.innography.com/share/WPlEF8iF6XEMRLIH3SIQdg%3D%3D,G06F00306000,G06F0003065200,711004000
US20220398029,A1,"Data storage device having predictive analytics","Sandisk Technologies, Inc.",https://patentscout.innography.com/share/95UWdzpQKvqJgXTwKODgpg%3D%3D,G06F00306000,G06F0003065200,711004000
CN111694515,B,"A zone writing distribution method and system based on zns solid state hard disk","Suzhou Inspur Intelligent Technology Co., Ltd.",https://patentscout.innography.com/share/PF71xcu2dUrgCqN_80VMcA%3D%3D,G06F00306000,G06F0003061000,711004000
US20230138155,A1,"Storage device and operating method thereof","Samsung Electronics Co., Ltd.",https://patentscout.innography.com/share/IhKon9VpTALvZ0QWKfQhvQ%3D%3D,G06F00306000,G06F0003063100,711004000
CN112988068,A,"Memory control method, memory storage device and memory controller","Hosin Global Electronics Co., Ltd.",https://patentscout.innography.com/share/R_ADnyDTvwLeVZUcqkAwfw%3D%3D,G06F00306000,G06F0003060400,711004000
US20230140773,A1,"Direct write operation for quad-level cell based data storage devices","Sandisk Technologies, Inc.",https://patentscout.innography.com/share/jByPa3HNAbG1EXN2BoLRQw%3D%3D,G06F00306000,G06F0003067900,711004000
US11733914,B2,"Direct write operation for quad-level cell based data storage devices","Sandisk Technologies, Inc.",https://patentscout.innography.com/share/WUWmlNBLiwDMu0mVITGiiQ%3D%3D,G06F00306000,G06F0003067900,711004000
CN113094004,A,"Optimization processing method for image mapping of special rule data in storage device","Shenzhen Yeestor Microelectronics Co., Ltd.",https://patentscout.innography.com/share/Z56OpHGdEfXwrVuTdCW-Qw%3D%3D,G06F00306000,G06F0003061000,711004000
CN111124305,B,"Solid state disk wear levelling method, device and computer readable storage medium","Inspur Electronic Information Industry Co., Ltd.",https://patentscout.innography.com/share/HRjPY9m3GR15LeLaZeevNQ%3D%3D,G06F00306000,G06F0003061600,711004000
KR20250039107,A,"Storage device synchronizing information about target zone and operating method of the storage device","Sk Hynix Inc.",https://patentscout.innography.com/share/9BvT3rJ4_DY3pUG3kCTL_A%3D%3D,G06F00306000,G06F0003061400,711004000
US20240143225,A1,"Programmable control system and method for solid state drive","T-head (shanghai) Semiconductor Co., Ltd.",https://patentscout.innography.com/share/29ra49RqBBWUT-zKoajj3g%3D%3D,G06F00306000,G06F0003061000,711004000
US20200379899,A1,"Methods for facilitating efficient storage operations using host-managed solid-state disks and devices thereof","Netapp, Inc.",https://patentscout.innography.com/share/yk82Ek6qRMbdo_SnVmXOew%3D%3D,G06F01202000,G06F0003068800,345543000
US10872036,B1,"Methods for facilitating efficient storage operations using host-managed solid-state disks and devices thereof","Netapp, Inc.",https://patentscout.innography.com/share/xWBuVDMgBlrbv3hbAZ7OyA%3D%3D,G06F01202000,G06F0003068800,345543000
US20230236765,A1,"Storage controller performing active zone refresh, method of operating storage controller, and method of operating storage device having storage controller","Samsung Electronics Co., Ltd.",https://patentscout.innography.com/share/4t4DG5iwQF-HioXp8cUvdg%3D%3D,G06F00306000,G06F0003067900,711004000
US20240370188,A1,"Storage device allocating unit zone regions, and method of operating the same","Samsung Electronics Co., Ltd.",https://patentscout.innography.com/share/_BqQKkbFg8pmjhXnDY31LA%3D%3D,G06F00306000,G06F0003061600,711004000
US20240393953,A1,"Bandwidth control method and storage device","Samsung Electronics Co., Ltd.",https://patentscout.innography.com/share/MQmrvYwmVTm-jWF4kSdGZA%3D%3D,G06F00306000,G06F0003060400,711004000
KR20240170341,A,"Storage device and operating method thereof","Samsung Electronics Co., Ltd.",https://patentscout.innography.com/share/y-_EC2I2nCIStx_-m3WaDA%3D%3D,G06F00306000,G06F0003060400,711004000
US20160162203,A1,"Techniques to manage multiple sequential write streams to a solid state drive","Intel Corporation",https://patentscout.innography.com/share/HBLa6dyupZ2MrAEbvj18Qg%3D%3D,G06F00306000,G06F0003061300,711004000
US9519429,B2,"Techniques to manage multiple sequential write streams to a solid state drive","Intel Corporation",https://patentscout.innography.com/share/o5fzFCpsTMgsyWFh1HOsKQ%3D%3D,G06F01200000,G06F0003061300,710244000
KR102462640,B1,"Techniques to manage multiple sequential write streams","Intel Corporation",https://patentscout.innography.com/share/HGD6_bfJa46YTDM-Rpxvtw%3D%3D,G06F00306000,G06F0003061300,711004000
US12346592,B2,"Write throughput improvement of flash memory device","Qualcomm Incorporated",https://patentscout.innography.com/share/9xHUdN2RgIDA5fGq94k0TA%3D%3D,G06F00306000,G06F0003064700,711004000
US20250103232,A1,"Write throughput improvement of flash memory device","Qualcomm Incorporated",https://patentscout.innography.com/share/1g3365Q1f8e_ER_x2ZFJUA%3D%3D,G06F00306000,G06F0003061000,711004000
US20220171540,A1,"Reducing wear on zoned storage devices for storing digital data","Red Hat, Inc.",https://patentscout.innography.com/share/McvehWqiB8UM5ncsAx9qkw%3D%3D,G06F00306000,G06F0003061600,711004000
US11481120,B2,"Reducing wear on zoned storage devices for storing digital data","Red Hat, Inc.",https://patentscout.innography.com/share/grkW-LIBWmMKd8P3GV-VaQ%3D%3D,G06F00306000,G06F0003061600,711004000
CN107111451,B,"Apparatus and method for managing a plurality of sequential write streams","Intel Corporation",https://patentscout.innography.com/share/hJUO8CSdhvS3igYS5AAgYg%3D%3D,G06F00306000,G06F0003061300,711004000
US20230117685,A1,"Zone namespace","Pure Storage, Inc.",https://patentscout.innography.com/share/MXy2XozwBSsprJufKvV1cQ%3D%3D,G06F00306000,G06F0003061900,711004000
US11842053,B2,"Zone namespace","Pure Storage, Inc.",https://patentscout.innography.com/share/VCpXu4NRYvlxsvLWQ4pHnQ%3D%3D,G06F01200000,G06F0003061900,710244000
US20130036262,A1,"Apparatus, system, and method for testing physical regions in a solid-state storage device","Sandisk Technologies LLC",https://patentscout.innography.com/share/Bp6K9ux9nJTaPLdDogjvzg%3D%3D,G06F01200000,G06F0003061600,711103000
US20240143219,A1,"Software-hardware combination method for internal mapping address query of zoned namespace","T-head (shanghai) Semiconductor Co., Ltd.",https://patentscout.innography.com/share/B1TAL7pUA4fU58TFEuAdiQ%3D%3D,G06F00306000,G06F0003065500,711004000
US12277341,B2,"Software-hardware combination method for internal mapping address query of zoned namespace","T-head (shanghai) Semiconductor Co., Ltd.",https://patentscout.innography.com/share/nXSaz5-KdZp6yOmdCMU4gA%3D%3D,G06F00306000,G06F0003065500,711004000
CN117075810,B,"A data management method based on zns solid state hard disk","Wuhan Lugu Technology Co., Ltd.",https://patentscout.innography.com/share/8ljOH5f7H9L9uNGltBTKyQ%3D%3D,G06F00306000,G06F0003061900,711004000
US20190004739,A1,"Managing shingled magnetic recording (smr) zones in a hybrid storage device","Seagate Technology LLC",https://patentscout.innography.com/share/KK8e5Hqox3KTuYbUNOrh4Q%3D%3D,G06F00306000,G06F0003068500,711004000
US10394493,B2,"Managing shingled magnetic recording (smr) zones in a hybrid storage device","Seagate Technology LLC",https://patentscout.innography.com/share/XMKH26wB-_LDlUNgcdup7w%3D%3D,G06F01200000,G06F0003068500,710244000
KR20240115788,A,"Zoned namespace with zone grouping","Intel Corporation",https://patentscout.innography.com/share/tgJXmfwJj64XkCnQg7-a0w%3D%3D,G06F00306000,G06F0003064000,711004000
KR102733067,B1,"Zoned namespace with zone grouping","Intel Corporation",https://patentscout.innography.com/share/C7W5lZBQhyvCoWsfh4f3sQ%3D%3D,G06F00306000,G06F0003064000,711004000
KR20240168890,A,"Zoned namespace with zone grouping","Intel Corporation",https://patentscout.innography.com/share/l5MXIHJ_gjEJA5ihinwGTg%3D%3D,G06F00306000,G06F0003064000,711004000
KR102781448,B1,"Zoned namespace with zone grouping","Intel Corporation",https://patentscout.innography.com/share/jj8FC2piudbyJA_hXz50bw%3D%3D,G06F00306000,G06F0003064000,711004000
KR20250037741,A,"Zoned namespace with zone grouping","Intel Corporation",https://patentscout.innography.com/share/5npcsVAbUf833Lvz1CgFaA%3D%3D,G06F00306000,G06F0003064000,711004000
US20230289101,A1,"Cloud storage device implementing composite zoned namespace architecture","Sandisk Technologies, Inc.",https://patentscout.innography.com/share/3J4YfkEa2tjQ-Ri6fwOBFg%3D%3D,G06F00306000,G06F0003061000,711004000
US11907582,B2,"Cloud storage device implementing composite zoned namespace architecture","Sandisk Technologies, Inc.",https://patentscout.innography.com/share/8y3VoNjykvbEWNA_jLsxPw%3D%3D,G06F00306000,G06F0003061000,711004000
KR102686494,B1,"Zoned namespace with zone grouping","Intel Corporation",https://patentscout.innography.com/share/30dOI1JxV2NHhmO7TCpr0Q%3D%3D,G06F00306000,G06F0003064000,711004000
US20230289100,A1,"Network interface card implementing composite zoned namespace architecture","Sandisk Technologies, Inc.",https://patentscout.innography.com/share/h_HENdKZKsqciFxTuZNV9Q%3D%3D,G06F00306000,G06F0003061000,711004000
US11853611,B2,"Network interface card implementing composite zoned namespace architecture","Sandisk Technologies, Inc.",https://patentscout.innography.com/share/IlrRhEJT4EQ0GzJiEvb_sg%3D%3D,G06F00306000,G06F0003061000,711004000
US20220197553,A1,"Managing write removal for solid-state drives","Red Hat, Inc.",https://patentscout.innography.com/share/-T2dHh8zTvwafWaLWIX8Vw%3D%3D,G06F00306000,G06F0003061600,711004000
US12099747,B2,"Managing write removal for solid-state drives","Red Hat, Inc.",https://patentscout.innography.com/share/QDZZ23zTn3lC93dMvF1spA%3D%3D,G06F00306000,G06F0003061600,711004000
US20200019346,A1,"Integrating host-side storage device management with host-side non-volatile memory","Scaleflux, Inc.",https://patentscout.innography.com/share/UQDaXJPOdMaGZxcx6GU_cg%3D%3D,G06F00306000,G06F0003065900,711004000
US11262942,B2,"Integrating host-side storage device management with host-side non-volatile memory","Scaleflux, Inc.",https://patentscout.innography.com/share/aSVnYvQqLMcPgDxTqxglsQ%3D%3D,G06F00306000,G06F0003065900,711004000
CN111966298,A,"A method and device for realizing inverted program based on flash memory","Shenzhen Sandiyixin Electronic Co., Ltd.",https://patentscout.innography.com/share/Kkf9Zn05DIDWp_7tynG74w%3D%3D,G06F00306000,G06F0003060700,711004000
CN110209340,A,"A full flash memory access method and device of storage system","Macrosan Technologies Co., Ltd.",https://patentscout.innography.com/share/sjobjev4dVsrVOJMKcTZzQ%3D%3D,G06F00306000,G06F0003061600,711004000
CN114546296,A,"Full flash memory system and address mapping method based on zns solid state hard disk","Wuhan Lugu Technology Co., Ltd.",https://patentscout.innography.com/share/Xk7Og3NJkwzx6wv-n3lepQ%3D%3D,G06F00306000,G06F0003067900,711004000
CN114546296,B,"Full flash memory system and address mapping method based on zns solid state hard disk","Wuhan Lugu Technology Co., Ltd.",https://patentscout.innography.com/share/5LEp7t0xG2Nw7zqzmAcTTA%3D%3D,G06F00306000,G06F0003067900,711004000
US20220317879,A1,"Control method of flash memory controller and associated flash memory controller and storage device","Silicon Motion, Inc.",https://patentscout.innography.com/share/HmrzM52Ac7NzMttJUH3OiQ%3D%3D,G06F00306000,G06F0003064400,711004000
US11733895,B2,"Control method of flash memory controller and associated flash memory controller and storage device","Silicon Motion, Inc.",https://patentscout.innography.com/share/lN3El1fbHxi79up9dGdSkQ%3D%3D,G06F01200000,G06F0003064400,710244000
US20230342055,A1,"Control method of flash memory controller and associated flash memory controller and storage device","Silicon Motion, Inc.",https://patentscout.innography.com/share/6hY70jhMNG0atA1Ys-KHMA%3D%3D,G06F00306000,G06F0003064400,711004000
US12135889,B2,"Control method of flash memory controller and associated flash memory controller and storage device","Silicon Motion, Inc.",https://patentscout.innography.com/share/_qPcSwGm03U83c0ROTMWqA%3D%3D,G06F01200000,G06F0003064400,710244000
CN109656486,A,"A storage device stores data of the method and memory device","Huawei Technologies Co., Ltd.",https://patentscout.innography.com/share/L3YYygIjz73ZjYKUWs_83Q%3D%3D,G06F00306000,G06F0003060000,711004000
CN109656486,B,"Configuration method of solid state disk, data storage method, solid state disk and storage controller","Huawei Technologies Co., Ltd.",https://patentscout.innography.com/share/mjIrRDcYUN6PkJWFiXfHhA%3D%3D,G06F00306000,G06F0003060000,711004000
CN106802777,A,"A flash translation layer control method for a solid-state storage device","Hangzhou Dianzi University",https://patentscout.innography.com/share/zk4pe6iXT12gdIqXEqRzOA%3D%3D,G06F00306000,G06F0003061100,713340000
KR20250030400,A,"Storage device and data access method thereof","Samsung Electronics Co., Ltd.",https://patentscout.innography.com/share/AZtmovdyg6YpOxDtXsyGKw%3D%3D,G06F00306000,G06F0003061000,711004000
CN115033188,A,"Memory hardware acceleration module system based on zns solid state hard disk","Wuhan Lugu Technology Co., Ltd.",https://patentscout.innography.com/share/WwfSdMIWIUS9R3zhWGH09g%3D%3D,G06F00306000,G06F0003060700,711004000
CN115033188,B,"Memory hardware acceleration module system based on zns solid state hard disk","Wuhan Lugu Technology Co., Ltd.",https://patentscout.innography.com/share/cOcmuRmsMxfN5HLvzOeF0Q%3D%3D,G06F00306000,G06F0003060700,711004000
CN114442936,B,"Block management method, device, device and storage medium of flash memory conversion layer","Shandong Yunhai Guochuang Cloud Computing Equipment Industry Innovation Center Co., Ltd.",https://patentscout.innography.com/share/qB97RnLuwnUXGiihFoHLmA%3D%3D,G06F00306000,G06F0003064000,711004000
US20220100390,A1,"Zoned namespaces in solid-state drives","Sandisk Technologies, Inc.",https://patentscout.innography.com/share/uUbZ2fz3M0Oz4yOi5W6dWw%3D%3D,G06F00306000,G06F0003061600,711004000
CN115480698,A,"Operation method of zns flash memory solid state disk, device and electronic device","China Telecom Corporation Limited",https://patentscout.innography.com/share/j8v_itCMOiHwJlEAaY4GTg%3D%3D,G06F00306000,G06F0003061600,711004000
US20210096755,A1,"Managing sequential write performance consistency for memory devices","Micron Technology, Inc.",https://patentscout.innography.com/share/hx5CqxqXuZ_nwmCjHdHE2A%3D%3D,G06F00306000,G06F0003063200,711004000
CN111352581,A,"Method of writing the data in the storage device, storage device and storage system","Samsung Electronics Co., Ltd.",https://patentscout.innography.com/share/dzLSknGLakPCMTkg3teQgQ%3D%3D,G06F00306000,G06F0003065600,711004000
CN113535088,B,"Storage device, data processing method and storage system","Shenzhen Ancun Data Technology Co., Ltd.",https://patentscout.innography.com/share/FBTUbqd1Gv5LHWsGNxAPcA%3D%3D,G06F00306000,G06F0003067400,711004000
