Publication Number,Kind Code,Title,Assignee,Innography URL,First IP Classification,First CP Classification,First US Classification,Application Publication Date,Grant Date,Publish Date,Priority Date,Filed Date,Est. Expiration Date,Earliest Published Date - Simple Family,Earliest Published Date - Extended Family,Inventors
US10216411,B2,"Data rebuild on feedback from a queue in a non-volatile solid-state storage","Pure Storage, Inc.",https://patentscout.innography.com/share/R_7memOgok_FggfwZHQHjw%3D%3D,G06F01110000,G06F0003060400,714807000,2017-01-26,2019-02-26,2019-02-26,2014-08-07,2016-10-04,2034-12-05,2016-02-11,2016-02-11,"Davis, John D|Hayes, John|Kannan, Hari|Miladinovic, Nenad|Zhangxi, Tan"
US20190179533,A1,"Proactive data rebuild based on queue feedback","Pure Storage, Inc.",https://patentscout.innography.com/share/rboUlpEt4CtlKGqjR51OBw%3D%3D,G06F00306000,G06F0003060400,711004000,2019-06-13,2021-04-27,2019-06-13,2014-08-07,2019-02-18,2021-04-27,2016-02-11,2016-02-11,"Davis, John D|Hayes, John|Kannan, Hari|Miladinovic, Nenad|Zhangxi, Tan"
US10990283,B2,"Proactive data rebuild based on queue feedback","Pure Storage, Inc.",https://patentscout.innography.com/share/6FAbAITc3wUCTIK6CSzwGw%3D%3D,G06F00306000,G06F0003060400,711004000,2019-06-13,2021-04-27,2021-04-27,2014-08-07,2019-02-18,2034-08-07,2016-02-11,2016-02-11,"Davis, John D|Hayes, John|Kannan, Hari|Miladinovic, Nenad|Zhangxi, Tan"
US20210216209,A1,"Proactive data rebuild based on queue feedback","Pure Storage, Inc.",https://patentscout.innography.com/share/EDGeEO4kExiPOUWFs3Kc4Q%3D%3D,G06F00306000,G06F0003060400,711004000,2021-07-15,2022-09-13,2021-07-15,2014-08-07,2021-03-26,2022-09-13,2016-02-11,2016-02-11,"Davis, John D|Hayes, John|Kannan, Hari|Miladinovic, Nenad|Zhangxi, Tan"
US11442625,B2,"Multiple read data paths in a storage system","Pure Storage, Inc.",https://patentscout.innography.com/share/nokS6FfzR6xKS3ZRPFcUFg%3D%3D,G06F00306000,G06F0003060400,711004000,2021-07-15,2022-09-13,2022-09-13,2014-08-07,2021-03-26,2034-08-07,2016-02-11,2016-02-11,"Davis, John D|Hayes, John|Kannan, Hari|Miladinovic, Nenad|Zhangxi, Tan"
US20220404970,A1,"Intelligent operation scheduling based on latency of operations","Pure Storage, Inc.",https://patentscout.innography.com/share/2L5L_Nsc2KAzogx4C8_b4Q%3D%3D,G06F00306000,G06F0003060400,711004000,2022-12-22,2025-02-18,2022-12-22,2014-08-07,2022-08-26,2025-02-18,2016-02-11,2016-02-11,"Davis, John D|Hayes, John|Kannan, Hari|Miladinovic, Nenad|Zhangxi, Tan"
US12229402,B2,"Intelligent operation scheduling based on latency of operations","Pure Storage, Inc.",https://patentscout.innography.com/share/yNhrMMTbj5J2hMC6IxIeZA%3D%3D,G06F00306000,G06F0003060400,711004000,2022-12-22,2025-02-18,2025-02-18,2014-08-07,2022-08-26,2034-10-09,2016-02-11,2016-02-11,"Davis, John D|Hayes, John|Kannan, Hari|Miladinovic, Nenad|Zhangxi, Tan"
US20160283141,A1,"Data striping across storage nodes that are assigned to multiple logical arrays","Pure Storage, Inc.",https://patentscout.innography.com/share/rXtQtU5WO8aSPocPDm_MkA%3D%3D,G06F00306000,G06F0003066500,711004000,2016-09-29,2018-09-25,2016-09-29,2015-03-27,2015-03-27,2018-09-25,2016-09-29,2016-09-29,"Hayes, John|Botes, Par A"
US10082985,B2,"Data striping across storage nodes that are assigned to multiple logical arrays","Pure Storage, Inc.",https://patentscout.innography.com/share/tCcobTrcX5tyE7_52htGTg%3D%3D,G06F01300000,G06F0003066500,345540000,2016-09-29,2018-09-25,2018-09-25,2015-03-27,2015-03-27,2035-03-27,2016-09-29,2016-09-29,"Hayes, John|Botes, Par A"
US20180364951,A1,"Data striping across storage nodes that are assigned to multiple logical arrays","Pure Storage, Inc.",https://patentscout.innography.com/share/jdMud-KmtiH1WHa3hHHujg%3D%3D,G06F00306000,G06F0003066500,711004000,2018-12-20,2019-07-16,2018-12-20,2015-03-27,2018-07-31,2019-07-16,2016-09-29,2016-09-29,"Hayes, John|Botes, Par A"
US10353635,B2,"Data control across multiple logical arrays","Pure Storage, Inc.",https://patentscout.innography.com/share/51Wsq2ASpWpPFTLM4u2aBQ%3D%3D,G06F01300000,G06F0003066500,345540000,2018-12-20,2019-07-16,2019-07-16,2015-03-27,2018-07-31,2035-03-27,2016-09-29,2016-09-29,"Hayes, John|Botes, Par A"
US20190332330,A1,"Configuration for multiple logical storage arrays","Pure Storage, Inc.",https://patentscout.innography.com/share/e_IULSnpGzDKLssdj59cgA%3D%3D,G06F00306000,G06F0003066500,711004000,2019-10-31,2021-11-30,2019-10-31,2015-03-27,2019-07-11,2021-11-30,2016-09-29,2016-09-29,"Hayes, John|Botes, Par"
US11188269,B2,"Configuration for multiple logical storage arrays","Pure Storage, Inc.",https://patentscout.innography.com/share/20lO8iwshUQAKL85HP77Qg%3D%3D,G06F00306000,G06F0003066500,711004000,2019-10-31,2021-11-30,2021-11-30,2015-03-27,2019-07-11,2035-03-27,2016-09-29,2016-09-29,"Hayes, John|Botes, Par"
US20220066703,A1,"Heterogeneous storage arrays","Pure Storage, Inc.",https://patentscout.innography.com/share/8VGOT2bv2pGVOqEyRzOPqg%3D%3D,G06F00306000,G06F0003066500,711004000,2022-03-03,2024-09-10,2022-03-03,2015-03-27,2021-11-12,2024-09-10,2016-09-29,2016-09-29,"Hayes, John|Botes, Par"
US12086472,B2,"Heterogeneous storage arrays","Pure Storage, Inc.",https://patentscout.innography.com/share/eZqmMahfnMIeOy3UagLAwA%3D%3D,G06F00306000,G06F0003066500,711004000,2022-03-03,2024-09-10,2024-09-10,2015-03-27,2021-11-12,2035-03-27,2016-09-29,2016-09-29,"Hayes, John|Botes, Par"
US20240220109,A1,"Automated elastic resource management of a container system by a distributed storage system","Pure Storage, Inc., A Delaware Corporation",https://patentscout.innography.com/share/cn2RdH6VVm_VUX4UkvHgtQ%3D%3D,G06F00306000,G06F0003063100,711004000,2024-07-04,,2024-07-04,2022-12-29,2023-08-11,2042-12-29,2024-07-04,2024-07-04,"Bhatnagar, Dhruv|Arunachalam, Madanagopal|Dani, Aditya|Revanna, Naveen|Pabón, Luis Pablo"
US20240220120,A1,"Automated elastic resource management of a container system by a distributed storage system","Pure Storage, Inc., A Delaware Corporation",https://patentscout.innography.com/share/0r3uCzu89HdH9r4Pyfn1wg%3D%3D,G06F00306000,G06F0003061300,711004000,2024-07-04,,2024-07-04,2022-12-29,2022-12-29,2025-05-27,2024-07-04,2024-07-04,"Ravindranath, Arunkumar|Sundararajan, Lakshmi Narasimhan|Pabón, Luis Pablo|Kulkarni, Aditya"
US20240220137,A1,"Dynamic throughput capacity resource management for a container system by a distributed storage system","Pure Storage, Inc., A Delaware Corporation",https://patentscout.innography.com/share/CDUzxjLXYKOBUppl8wBUeA%3D%3D,G06F00306000,G06F0003062600,711004000,2024-07-04,,2024-07-04,2022-12-29,2023-10-23,2042-12-29,2024-07-04,2024-07-04,"Bhatnagar, Dhruv|Srinivas, Leela|Sundararajan, Lakshmi Narasimhan|Pabón, Luis Pablo"
US20240220398,A1,"Automated resource management in different environments for a container system by a distributed storage system","Pure Storage, Inc., A Delaware Corporation",https://patentscout.innography.com/share/3ALAP-J9s0TV2yOOzYS8Ig%3D%3D,G06F01136000,G06F0003060500,713340000,2024-07-04,,2024-07-04,2022-12-29,2023-09-28,2042-12-29,2024-07-04,2024-07-04,"Pabón, Luis Pablo|Bhatnagar, Dhruv|Chavan, Abhay|Nanjundappa, Prashanth Kumar|Nookala, Sunder Phani Kumar|Sadhani, Girish Shankar"
US20160098199,A1,"Utilizing unmapped and unknown states in a replicated storage system","Pure Storage, Inc.",https://patentscout.innography.com/share/3pDDYAkJDyjN5LkLYLbYOg%3D%3D,G06F00306000,G06F0003064000,711004000,2016-04-07,2016-11-08,2016-04-07,2014-10-07,2014-10-07,2016-11-08,2016-04-07,2016-04-07,"Golden, Christopher|Colgrove, John|Miller, Ethan L|Sharpe, Malcolm|Hodgson, Steve"
US9489132,B2,"Utilizing unmapped and unknown states in a replicated storage system","Pure Storage, Inc.",https://patentscout.innography.com/share/_GNI6aDhXnXipPbLRn2QIQ%3D%3D,G06F01200000,G06F0003064000,710244000,2016-04-07,2016-11-08,2016-11-08,2014-10-07,2014-10-07,2020-11-08,2016-04-07,2016-04-07,"Golden, Christopher|Colgrove, John|Miller, Ethan L|Sharpe, Malcolm|Hodgson, Steve"
US10114574,B1,"Optimizing storage allocation in a storage system","Pure Storage, Inc.",https://patentscout.innography.com/share/XkbO9dYx-cKF85fvSpniPg%3D%3D,G06F01200000,G06F0003064000,710244000,,2018-10-30,2018-10-30,2014-10-07,2016-10-31,2035-04-19,2016-04-07,2016-04-07,"Golden, Christopher|Colgrove, John|Miller, Ethan L|Sharpe, Malcolm|Hodgson, Steve"
US10838640,B1,"Multi-source data replication","Pure Storage, Inc.",https://patentscout.innography.com/share/94NU7T5sBeWvejQsY4qZdQ%3D%3D,G06F01200000,G06F0003064000,710244000,,2020-11-17,2020-11-17,2014-10-07,2018-10-16,2034-12-25,2016-04-07,2016-04-07,"Golden, Christopher|Colgrove, John|Miller, Ethan L|Sharpe, Malcolm|Hodgson, Steve"
US11442640,B1,"Utilizing unmapped and unknown states in a replicated storage system","Pure Storage, Inc.",https://patentscout.innography.com/share/pMhcoH2cK4nwu8x9AtQelg%3D%3D,G06F01200000,G06F0003064000,710244000,,2022-09-13,2022-09-13,2014-10-07,2020-10-14,2034-12-09,2016-04-07,2016-04-07,"Miller, Ethan L|Colgrove, John|Golden, Christopher|Hodgson, Steve|Sharpe, Malcolm"
US20220413703,A1,"Allowing access to a partially replicated dataset","Pure Storage, Inc.",https://patentscout.innography.com/share/rS-XGH8S60Ihzy1bD6gopA%3D%3D,G06F00306000,G06F0003064000,711004000,2022-12-29,2024-09-03,2022-12-29,2014-10-07,2022-09-01,2024-09-03,2016-04-07,2016-04-07,"Miller, Ethan L|Colgrove, John|Golden, Christopher|Hodgson, Steve|Sharpe, Malcolm"
US12079498,B2,"Allowing access to a partially replicated dataset","Pure Storage, Inc.",https://patentscout.innography.com/share/Wp5sbr6e48V_sjItUfo_PQ%3D%3D,G06F01200000,G06F0003064000,710244000,2022-12-29,2024-09-03,2024-09-03,2014-10-07,2022-09-01,2035-01-05,2016-04-07,2016-04-07,"Miller, Ethan L|Colgrove, John|Golden, Christopher|Hodgson, Steve|Sharpe, Malcolm"
US20180101306,A1,"Mirroring a storage vault in a dispersed storage network","Pure Storage, Inc.",https://patentscout.innography.com/share/sf42e9FINEwqg4sc66qoEw%3D%3D,G06F00306000,G06F0003065000,711004000,2018-04-12,,2018-04-12,2015-03-31,2017-12-12,2020-01-02,2018-04-12,2016-10-06,"Kazi, Asimuddin|Resch, Jason K."
US20180101308,A1,"Storing data utilizing a maximum accessibility approach in a dispersed storage network","Pure Storage, Inc.",https://patentscout.innography.com/share/CYhoSTU0DEBRtevhxs4ueQ%3D%3D,G06F00306000,G06F0003067000,711004000,2018-04-12,2019-06-25,2018-04-12,2015-03-31,2017-12-13,2019-06-25,2018-04-12,2016-10-06,"Kazi, Asimuddin|Resch, Jason K."
US20180101325,A1,"Adding incremental storage resources in a dispersed storage network","Pure Storage, Inc.",https://patentscout.innography.com/share/rqvrnFNZ044ySXJELyiMog%3D%3D,G06F00306000,G06F0003064700,711004000,2018-04-12,2019-08-20,2018-04-12,2015-03-31,2017-12-11,2019-08-20,2018-04-12,2016-10-06,"Motwani, Manish|Resch, Jason K."
US20180107423,A1,"Modifying and utilizing a file structure in a dispersed storage network","Pure Storage, Inc.",https://patentscout.innography.com/share/0N2vh0ohYA7DOFi3ExoDrg%3D%3D,G06F00306000,G06F0003064400,711004000,2018-04-19,2020-01-07,2018-04-19,2015-03-31,2017-12-14,2020-01-07,2018-04-19,2016-10-06,"Kaczmarek, Joseph M.|Wozniak, Ethan S.|Volvovski, Ilya"
US20180107424,A1,"Selecting a set of storage units in a dispersed storage network","Pure Storage, Inc.",https://patentscout.innography.com/share/nHSoACWA-QiccSRRHJjI4A%3D%3D,G06F00306000,G06F0003064400,711004000,2018-04-19,2021-02-09,2018-04-19,2015-03-31,2017-12-15,2021-02-09,2018-04-19,2016-10-06,"Baptist, Andrew D.|Dhuse, Greg R.|Leggette, Wesley B.|Resch, Jason K.|Volvovski, Ilya"
US20180107427,A1,"Selecting storage units in a dispersed storage network","Pure Storage, Inc.",https://patentscout.innography.com/share/0BSGiw_UqiAuzjZtX_WRTg%3D%3D,G06F00306000,G06F0003065900,711004000,2018-04-19,2019-10-08,2018-04-19,2015-03-31,2017-12-14,2019-10-08,2018-04-19,2016-10-06,"Resch, Jason K."
US10331384,B2,"Storing data utilizing a maximum accessibility approach in a dispersed storage network","Pure Storage, Inc.",https://patentscout.innography.com/share/JiDAjd_LoTrRiaoraR9Jog%3D%3D,G06F00306000,G06F0003067000,711004000,2018-04-12,2019-06-25,2019-06-25,2015-03-31,2017-12-13,2036-01-26,2018-04-12,2016-10-06,"Kazi, Asimuddin|Resch, Jason K."
US20190205033,A1,"Storing data utilizing a maximum accessibility approach in a dispersed storage network","Pure Storage, Inc.",https://patentscout.innography.com/share/I2PvgwPZpo8B_RGi3EPmlA%3D%3D,G06F00306000,G06F0003067000,711004000,2019-07-04,2020-12-08,2019-07-04,2015-03-31,2019-03-11,2020-12-08,2018-04-12,2016-10-06,"Kazi, Asimuddin|Resch, Jason K."
US10387070,B2,"Migrating data in response to adding incremental storage resources in a dispersed storage network","Pure Storage, Inc.",https://patentscout.innography.com/share/01Sp2-Ktd2ay8HhPotPlCQ%3D%3D,G06F01300000,G06F0003064700,345540000,2018-04-12,2019-08-20,2019-08-20,2015-03-31,2017-12-11,2036-01-27,2018-04-12,2016-10-06,"Motwani, Manish|Resch, Jason K."
US20190294359,A1,"Migrating data in response to adding incremental storage resources in a dispersed storage network","Pure Storage, Inc.",https://patentscout.innography.com/share/XizF4qI5OZX8eOdzfhRFhw%3D%3D,G06F00306000,G06F0003067000,711004000,2019-09-26,2021-03-30,2019-09-26,2015-03-31,2019-06-10,2021-03-30,2019-09-26,2016-10-06,"Motwani, Manish|Resch, Jason K."
US10437515,B2,"Selecting storage units in a dispersed storage network","Pure Storage, Inc.",https://patentscout.innography.com/share/9geT7Bjji4DT1msZaPX9Sg%3D%3D,G06F01110000,G06F0003065900,714807000,2018-04-19,2019-10-08,2019-10-08,2015-03-31,2017-12-14,2023-10-08,2018-04-19,2016-10-06,"Resch, Jason K."
US10528282,B2,"Modifying and utilizing a file structure in a dispersed storage network","Pure Storage, Inc.",https://patentscout.innography.com/share/vUHUXdZTujosFjH1iICH3A%3D%3D,G06F01300000,G06F0003064400,345540000,2018-04-19,2020-01-07,2020-01-07,2015-03-31,2017-12-14,2024-01-07,2018-04-19,2016-10-06,"Kaczmarek, Joseph M.|Wozniak, Ethan S.|Volvovski, Ilya"
US10860256,B2,"Storing data utilizing a maximum accessibility approach in a dispersed storage network","Pure Storage, Inc.",https://patentscout.innography.com/share/tYbXcxfdLyTO-zxrrHAwuw%3D%3D,G06F00306000,G06F0003067000,711004000,2019-07-04,2020-12-08,2020-12-08,2015-03-31,2019-03-11,2036-01-26,2018-04-12,2016-10-06,"Kazi, Asimuddin|Resch, Jason K."
US10915261,B2,"Selecting a set of storage units in a distributed storage network","Pure Storage, Inc.",https://patentscout.innography.com/share/BWNMNV8L68-JxRMHM-6xYQ%3D%3D,G06F00306000,G06F0003064400,711004000,2018-04-19,2021-02-09,2021-02-09,2015-03-31,2017-12-15,2036-12-21,2018-04-19,2016-10-06,"Baptist, Andrew D.|Dhuse, Greg R.|Leggette, Wesley B.|Resch, Jason K.|Volvovski, Ilya"
US10963180,B2,"Adding incremental storage resources in a dispersed storage network","Pure Storage, Inc.",https://patentscout.innography.com/share/W1fDQiUuJMk2gRzvgZhEwA%3D%3D,G06F00306000,G06F0003067000,711004000,2019-09-26,2021-03-30,2021-03-30,2015-03-31,2019-06-10,2036-01-26,2019-09-26,2016-10-06,"Motwani, Manish|Resch, Jason K."
US10996895,B1,"Selecting a subset of storage units in a dispersed storage network","Pure Storage, Inc.",https://patentscout.innography.com/share/3naFJs0R1T_A_Fz9IYOs1w%3D%3D,G06F00306000,G06F0003065900,711004000,,2021-05-04,2021-05-04,2015-03-31,2019-08-29,2036-08-19,2018-04-19,2016-10-06,"Resch, Jason K."
US11567702,B1,"Resolving detected access anomalies in a vast storage network","Pure Storage, Inc.",https://patentscout.innography.com/share/MEajmthnz7Ki-tVPZTT2Pw%3D%3D,G06F00306000,G06F0003065900,711004000,,2023-01-31,2023-01-31,2015-03-31,2021-04-05,2036-08-19,2018-04-19,2016-10-06,"Resch, Jason K."
US20230153033,A1,"Processing access anomalies in a storage network","Pure Storage, Inc.",https://patentscout.innography.com/share/rrP8JOJosiu9p8o8g0LB_w%3D%3D,G06F00306000,G06F0003065900,711004000,2023-05-18,2023-11-21,2023-05-18,2015-03-31,2023-01-03,2023-11-21,2018-04-19,2016-10-06,"Resch, Jason K."
US11822824,B2,"Processing access anomalies in a storage network","Pure Storage, Inc.",https://patentscout.innography.com/share/y-del8bYxQtvRz4JNw1p9w%3D%3D,G06F00306000,G06F0003065900,711004000,2023-05-18,2023-11-21,2023-11-21,2015-03-31,2023-01-03,2036-08-19,2018-04-19,2016-10-06,"Resch, Jason K."
US20240069813,A1,"Access anomaly notification in a storage network","Pure Storage, Inc.",https://patentscout.innography.com/share/4_Jsu_ho_icAytfvX3X8tg%3D%3D,G06F01110000,G06F0003065900,711004000,2024-02-29,2025-01-21,2024-02-29,2015-03-31,2023-11-06,2025-01-21,2018-04-19,2016-10-06,"Resch, Jason K."
US12204798,B2,"Access anomaly notification in a storage network","Pure Storage, Inc.",https://patentscout.innography.com/share/5-M6RIQySzXd2aezER6_MA%3D%3D,G06F00306000,G06F0003065900,711004000,2024-02-29,2025-01-21,2025-01-21,2015-03-31,2023-11-06,2036-01-26,2018-04-19,2016-10-06,"Resch, Jason K."
US11397674,B1,"Optimizing garbage collection across heterogeneous flash devices","Pure Storage, Inc.",https://patentscout.innography.com/share/WSalzBieHlvORikaVqN7SA%3D%3D,G06F00306000,G06F0012025300,345543000,,2022-07-26,2022-07-26,2019-04-03,2019-04-03,2040-01-14,2022-07-26,2022-07-26,"Jiang, Yanwei|Neelakantam, Naveen|Scholbrock, Benjamin|Chao, Scott|Fay, Matthew Paul|Davis, Brandon"
US20160299823,A1,"Ability to partition an array into two or more logical arrays with independently running software","Pure Storage, Inc.",https://patentscout.innography.com/share/j27hn0z2QyckPmaPJUvabQ%3D%3D,G06F01120000,G06F0003061900,340002800,2016-10-13,2017-06-06,2016-10-13,2015-04-10,2015-04-10,2017-06-06,2016-10-13,2016-10-13,"Botes, Par A|Colgrove, John|Hayes, John"
US9672125,B2,"Ability to partition an array into two or more logical arrays with independently running software","Pure Storage, Inc.",https://patentscout.innography.com/share/q95dbxY7dWt29qdHrCxDIw%3D%3D,G06F01107000,G06F0003061900,713340000,2016-10-13,2017-06-06,2017-06-06,2015-04-10,2015-04-10,2035-08-21,2016-10-13,2016-10-13,"Botes, Par A|Colgrove, John|Hayes, John"
US20170242604,A1,"Ability to partition an array into two or more logical arrays with independently running software","Pure Storage, Inc.",https://patentscout.innography.com/share/NwOOmjAK59Jhp5Z3OWvZgg%3D%3D,G06F00306000,G06F0003061900,711004000,2017-08-24,2019-12-03,2017-08-24,2015-04-10,2017-05-10,2019-12-03,2016-10-13,2016-10-13,"Botes, Par A|Colgrove, John|Hayes, John"
US10496295,B2,"Representing a storage array as two or more logical arrays with respective virtual local area networks (vlans)","Pure Storage, Inc.",https://patentscout.innography.com/share/q47AivYC5ZqNv8qcfzCdpg%3D%3D,G06F01216000,G06F0003061900,726025000,2017-08-24,2019-12-03,2019-12-03,2015-04-10,2017-05-10,2035-10-26,2016-10-13,2016-10-13,"Botes, Par|Colgrove, John|Hayes, John"
US20200104059,A1,"Representing a storage array as two or more logical arrays with respective virtual local area networks (vlans)","Pure Storage, Inc.",https://patentscout.innography.com/share/4CREMLVd84CWxGM8crDOrw%3D%3D,G06F00306000,G06F0003061900,711004000,2020-04-02,2021-10-12,2020-04-02,2015-04-10,2019-12-02,2021-10-12,2016-10-13,2016-10-13,"Hayes, John|Botes, Par|Colgrove, John"
US11144212,B2,"Independent partitions within an array","Pure Storage, Inc.",https://patentscout.innography.com/share/4kj1pPa01_zWc37Gjq-dDQ%3D%3D,G06F01107000,G06F0003061900,713340000,2020-04-02,2021-10-12,2021-10-12,2015-04-10,2019-12-02,2035-05-31,2016-10-13,2016-10-13,"Hayes, John|Botes, Par|Colgrove, John"
US20220027064,A1,"Two or more logical arrays having zoned drives","Pure Storage, Inc.",https://patentscout.innography.com/share/dXC-bCrjNjubUljGBqLIOg%3D%3D,G06F00306000,G06F0003061900,711004000,2022-01-27,,2022-01-27,2015-04-10,2021-10-08,2035-04-10,2022-01-27,2016-10-13,"Botes, Par Anders|Karr, Ronald"
US20160321136,A1,"Accessing common data in a dispersed storage network","Pure Storage, Inc.",https://patentscout.innography.com/share/uJsfSqha0WWjws3itEx8nQ%3D%3D,G06F01110000,G06F0003067000,714807000,2016-11-03,2018-07-31,2016-11-03,2015-04-30,2016-03-02,2018-07-31,2016-11-03,2016-11-03,"Baptist, Andrew|Abhijeet, Kumar|Resch, Jason K."
US20160378395,A1,"Rebalancing data storage in a dispersed storage network","Pure Storage, Inc.",https://patentscout.innography.com/share/SIFVGuGQekoiBWz_8nQt6g%3D%3D,G06F00306000,G06F0003064000,711004000,2016-12-29,2019-04-09,2016-12-29,2015-04-30,2016-09-12,2019-04-09,2016-12-29,2016-11-03,"Baptist, Andrew D.|Khadiwala, Ravi V.|Motwani, Manish|Resch, Jason K.|Vossberg, Trevor J.|Wozniak, Ethan S."
