Publication Number,Kind Code,Title,Assignee,Innography URL,First IP Classification,First CP Classification,First US Classification,Application Publication Date,Grant Date,Publish Date,Priority Date,Filed Date,Est. Expiration Date,Earliest Published Date - Simple Family,Earliest Published Date - Extended Family,Inventors
CN111694764,A,"A data reading method of fault solid hard disk","Sichuan Xiaolvyuan Information Security Technology Co., Ltd.",https://patentscout.innography.com/share/mrby3nkIx3VsnKv37cZIKA%3D%3D,G06F01202000,G06F0012024600,345543000,2020-09-22,2023-03-14,2020-09-22,2020-05-29,2020-05-29,2023-03-14,2020-09-22,2020-09-22,"Liang, Xiaoning|Dong, Chao|Xu, Chaoming|Peng, Lian"
US8547745,B1,"Host-managed logical mass storage device using magnetic random access memory (mram)","Avalanche Technology, Inc.",https://patentscout.innography.com/share/HO7RVFgwb7_Ry8u-B0vlvA%3D%3D,G11C01134000,G06F0003061000,365185170,,2013-10-01,2013-10-01,2012-11-16,2012-11-16,2032-11-16,2013-10-01,2013-09-03,"Asnaashari, Mehdi"
US8670276,B1,"Host-managed logical mass storage device using magnetic random access memory (mram)","Avalanche Technology, Inc.",https://patentscout.innography.com/share/x8F4CEA8EiIkd6zqzANdUA%3D%3D,G11C01134000,G06F0003061000,365185170,,2014-03-11,2014-03-11,2012-11-16,2013-07-18,2032-11-16,2013-10-01,2013-09-03,"Asnaashari, Mehdi"
US20150026392,A1,"Host-managed logical mass storage device using magnetic random access memory (mram)","Avalanche Technology, Inc.",https://patentscout.innography.com/share/fm5l8sLhnRX92CgOyFJBbw%3D%3D,G06F01202000,G06F0003061000,711103000,2015-01-22,2015-02-03,2015-01-22,2012-11-16,2014-02-28,2015-02-03,2013-10-01,2013-09-03,"Asnaashari, Mehdi"
US8947937,B1,"Host-managed logical mass storage device using magnetic random access memory (mram)","Avalanche Technology, Inc.",https://patentscout.innography.com/share/ACxeB0eeVDlovvm_f9cAjQ%3D%3D,G11C01134000,G06F0003061000,365185170,2015-01-22,2015-02-03,2015-02-03,2012-11-16,2014-02-28,2032-11-16,2013-10-01,2013-09-03,"Asnaashari, Mehdi"
US20150248238,A1,"Host-managed logical mass storage device using magnetic random access memory (mram)","Avalanche Technology, Inc.",https://patentscout.innography.com/share/qMhB5lQq5cNetf9xs8MuyA%3D%3D,G06F00306000,G06F0003061000,711004000,2015-09-03,2016-04-19,2015-09-03,2012-11-16,2015-01-09,2016-04-19,2013-10-01,2013-09-03,"Asnaashari, Mehdi"
US20230051328,A1,"Cloud storage acceleration layer for zoned namespace drives","Intel Corporation",https://patentscout.innography.com/share/Vffra_yU9Kt3k8C41bvMVQ%3D%3D,G06F01210000,G06F0012100000,345568000,2023-02-16,,2023-02-16,2022-08-12,2022-08-12,2042-08-12,2023-02-16,2023-02-16,"Barczak, Mariusz|Malikowski, Wojciech|Kozlowski, Mateusz|Lasek, Lukasz|Paszkiewicz, Artur|Karkra, Kapil"
US20230051806,A1,"Reducing write amplification and over-provisioning using flash translation layer synchronization","Intel Corporation",https://patentscout.innography.com/share/Nt4-apF5nhGg-JNLSi8mYg%3D%3D,G06F00306000,G06F0003066500,711004000,2023-02-16,,2023-02-16,2022-11-02,2022-11-02,2042-11-02,2023-02-16,2023-02-16,"Karkra, Kapil|Malikowski, Wojciech|Barczak, Mariusz|Bahirat, Shirish"
US20230053071,A1,"Systems and methods for nvme over fabric (nvme-of) namespace-based zoning","Dell Products L.p.",https://patentscout.innography.com/share/rby3iwGU4Zgmiz0zlZIPRw%3D%3D,G06F00306000,G06F0003065500,711004000,2023-02-16,2024-10-15,2023-02-16,2021-07-27,2021-07-27,2024-10-15,2023-02-16,2023-02-16,"Desanti, Claudio|White, Joseph Lasalle|Smith, Erik"
US12118231,B2,"Systems and methods for nvme over fabric (nvme-of) namespace-based zoning","Dell Products L.p.",https://patentscout.innography.com/share/4iNMcq81VCk2CpXbVbch1A%3D%3D,G06F00300000,G06F0003065500,708134000,2023-02-16,2024-10-15,2024-10-15,2021-07-27,2021-07-27,2042-01-13,2023-02-16,2023-02-16,"Desanti, Claudio|White, Joseph Lasalle|Smith, Erik"
US20230048104,A1,"Implementing mapping data structures to minimize sequentially written data accesses","Micron Technology, Inc.",https://patentscout.innography.com/share/MomtWpnXeEVVtSlaxtLfIg%3D%3D,G06F01202000,G06F0003061000,345543000,2023-02-16,2023-03-28,2023-02-16,2021-08-12,2021-09-28,2023-03-28,2023-02-16,2023-02-16,"Bolisetty, Naveen"
CN115705166,A,"Impleimplementation of mapping data structures to minimize sequential write-in data access","Micron Technology Inc.",https://patentscout.innography.com/share/Nb1iQQJA8TV4bNU3RJlpwQ%3D%3D,G06F00306000,G06F0003061000,711004000,2023-02-17,,2023-02-17,2021-08-12,2022-08-12,2042-08-12,2023-02-16,2023-02-16,"Bollisetti, Nicola"
US11615020,B2,"Implementing mapping data structures to minimize sequentially written data accesses","Micron Technology, Inc.",https://patentscout.innography.com/share/SIk1yM2DP8EII13Pw3A2Pw%3D%3D,G06F01200000,G06F0003061000,710244000,2023-02-16,2023-03-28,2023-03-28,2021-08-12,2021-09-28,2041-09-28,2023-02-16,2023-02-16,"Bolisetty, Naveen"
US20230062610,A1,"Dual mode storage device","Samsung Electronics Co., Ltd.",https://patentscout.innography.com/share/eMnMX9rJjkcgGZ_gZIe0Mg%3D%3D,G06F00306000,G06F0003063400,711004000,2023-03-02,2024-03-05,2023-03-02,2021-09-02,2021-11-02,2024-03-05,2023-03-02,2023-03-02,"Gim, Jongmin|Ki, Yang Seok"
CN115729461,A,"Dual-mode memory device","Samsung Electronics Co., Ltd.",https://patentscout.innography.com/share/J36x7tlwtdfxEEQWJ6WKQg%3D%3D,G06F00306000,G06F0003063400,711004000,2023-03-03,,2023-03-03,2021-09-02,2022-09-02,2042-09-02,2023-03-02,2023-03-02,"Kim, Jong-min|Ki, Yang Seok"
KR20230034194,A,"Dual mode storage device","Samsung Electronics Co., Ltd.",https://patentscout.innography.com/share/87LSo23cbhV-gMC1bsMQgw%3D%3D,G06F00306000,G06F0003063400,711004000,2023-03-09,,2023-03-09,2021-09-02,2022-09-02,2042-09-02,2023-03-02,2023-03-02,"Gim, Jongmin|Ki, Yang Seok"
US11922034,B2,"Dual mode storage device","Samsung Electronics Co., Ltd.",https://patentscout.innography.com/share/6zbm9ZTt-sF4e9EAC5NpLw%3D%3D,G06F00306000,G06F0003063400,711004000,2023-03-02,2024-03-05,2024-03-05,2021-09-02,2021-11-02,2041-11-02,2023-03-02,2023-03-02,"Gim, Jongmin|Ki, Yang Seok"
KR20170073944,A,"The operation method of the data processing system and data processing system.","Sk Hynix Inc.",https://patentscout.innography.com/share/DByMJDB3Rschu0VIQ8MJfA%3D%3D,G06F01208000,G06F0003060700,707000000,2017-06-29,,2017-06-29,2015-12-21,2015-12-21,2035-12-21,2017-06-22,2017-06-22,"Choi, Hae Gi"
US9690499,B1,"Systems and methods for cloud-based data protection storage","Cohesity, Inc.",https://patentscout.innography.com/share/MrsQ_AnEr5P_tw08iw8mtQ%3D%3D,G06F01200000,G06F0003061900,710244000,,2017-06-27,2017-06-27,2010-11-04,2010-11-04,2032-11-24,2017-06-27,2017-06-27,"Gipp, Stephan"
US20200341636,A1,"Data storage device, electronic device including the same, and operating method of data storage device","Mimirip LLC",https://patentscout.innography.com/share/VXsMatZ2Gilg_aTaeBF4Fw%3D%3D,G06F00306000,G06F0012023000,711004000,2020-10-29,2022-04-05,2020-10-29,2019-04-26,2019-10-21,2022-04-05,2020-10-29,2020-10-29,"Kang, Hye Mi"
CN111857563,A,"Data storage device, electronic device comprising the same, and operation method thereof","Sk Hynix Inc.",https://patentscout.innography.com/share/rnykyAMgMsox2UoGQU0V8g%3D%3D,G06F00306000,G06F0012023000,711004000,2020-10-30,,2020-10-30,2019-04-26,2019-11-01,2023-08-18,2020-10-29,2020-10-29,"Kang, Hye Mi"
KR20200125216,A,"Data storage device, electronic device including the same and operating method of data storage device","Sk Hynix Inc.",https://patentscout.innography.com/share/SxDyrFMayly5iLzFqpnkYA%3D%3D,G06F01202000,G06F0012023000,345543000,2020-11-04,,2020-11-04,2019-04-26,2019-04-26,2039-04-26,2020-10-29,2020-10-29,"Kang, Hye Mi"
US11294587,B2,"Data storage device capable of maintaining continuity of logical addresses mapped to consecutive physical addresses, electronic device including the same, and method of operating the data storage device","Mimirip LLC",https://patentscout.innography.com/share/SH7i7LNCCQEBA6U14goebg%3D%3D,G06F00306000,G06F0012023000,711004000,2020-10-29,2022-04-05,2022-04-05,2019-04-26,2019-10-21,2040-01-24,2020-10-29,2020-10-29,"Kang, Hye Mi"
US12314185,B2,"Method and apparatus for sorting data, storage apparatus","Beijing Tenafe Electronic Technology Co., Ltd.",https://patentscout.innography.com/share/LshhZ4p0hu1yz3-VRrZUoQ%3D%3D,G06F01200000,G06F0012100900,710244000,2023-03-09,2025-05-27,2025-05-27,2021-09-01,2022-08-30,2042-08-30,2023-03-03,2023-03-03,"Lee, Meng Kun|Xiu, Chen|Xu, Weitao|Adams, Lyle E."
CN111581127,A,"Processing method and device of mapping relationship","Shenzhen Biwin Storage Technology Co., Ltd.",https://patentscout.innography.com/share/g7AwDJf4zk2pCWlVbYPpTw%3D%3D,G06F01210090,G06F0012100900,713340000,2020-08-25,2023-08-29,2020-08-25,2020-04-23,2020-04-23,2023-08-29,2020-08-25,2020-08-25,"Deng, Yu|Gao, Shenghao"
CN111581127,B,"Method and device for processing mapping relation","Shenzhen Biwin Storage Technology Co., Ltd.",https://patentscout.innography.com/share/4k9raraA_VOdVD_x5n4uzg%3D%3D,G06F01210090,G06F0012100900,713340000,2020-08-25,2023-08-29,2023-08-29,2020-04-23,2020-04-23,2040-04-22,2020-08-25,2020-08-25,"Deng, Yu|Gao, Shenghao"
US20230075437,A1,"Techniques for zoned namespace (zns) storage using multiple zones","Lemon Inc.",https://patentscout.innography.com/share/cXTIl1_WUHPtnf1Ro_M8-g%3D%3D,G06F00306000,G06F0003064000,711004000,2023-03-09,2024-05-21,2023-03-09,2022-11-16,2022-11-16,2024-05-21,2023-03-09,2023-03-09,"Xu, Peng|Qiu, Sheng|Hu, Chaohong|Bae, Kyoungryun"
US11989423,B2,"Techniques for zoned namespace (zns) storage using multiple zones","Lemon Inc.",https://patentscout.innography.com/share/xAkyxM4rO3v1k1UN6_niTw%3D%3D,G06F00306000,G06F0003064000,711004000,2023-03-09,2024-05-21,2024-05-21,2022-11-16,2022-11-16,2043-01-21,2023-03-09,2023-03-09,"Xu, Peng|Qiu, Sheng|Hu, Chaohong|Bae, Kyoungryun"
CN118051179,A,"Techniques for partition namespace storage using multiple partitions","Faceu LLC",https://patentscout.innography.com/share/uH3tQoNkJzwWlBMMOpS02A%3D%3D,G06F00306000,G06F0003064000,711004000,2024-05-17,,2024-05-17,2022-11-16,2023-11-07,2043-11-07,2023-03-09,2023-03-09,"Xu, Peng|Qiu, Sheng|Hu, Chaohong|Pei, Katherine"
US11599298,B1,"Storage system and method for prediction-based pre-erase of blocks to improve sequential performance","Sandisk Technologies, Inc.",https://patentscout.innography.com/share/BrG_P_BUOMJdM8kuX-ScMg%3D%3D,G06F00306000,G06F0003065200,711004000,2023-03-23,2023-03-07,2023-03-07,2021-09-23,2021-09-23,2041-09-23,2023-03-07,2023-03-07,"B N, Sabith Ali|Sunkavelli, Lakshmi Sowjanya|Mohanty, Silky|A A, Noor Mohamed"
US20230090319,A1,"Storage system and method for prediction-based pre-erase of blocks to improve sequential performance","Sandisk Technologies, Inc.",https://patentscout.innography.com/share/X77wS0iAcIsfuSgj4d2RCQ%3D%3D,G06F00306000,G06F0003065200,711004000,2023-03-23,2023-03-07,2023-03-23,2021-09-23,2021-09-23,2023-03-07,2023-03-07,2023-03-07,"B N, Sabith Ali|Sunkavelli, Lakshmi Sowjanya|Mohanty, Silky|A A, Noor Mohamed"
US20240143219,A1,"Software-hardware combination method for internal mapping address query of zoned namespace","T-head (shanghai) Semiconductor Co., Ltd.",https://patentscout.innography.com/share/B1TAL7pUA4fU58TFEuAdiQ%3D%3D,G06F00306000,G06F0003065500,711004000,2024-05-02,2025-04-15,2024-05-02,2022-11-02,2023-02-22,2025-04-15,2023-03-07,2023-03-07,"Gao, Xiang|Xue, Fei|Jin, Jiajing|Wu, Wentao|Heng, Jiu|Xu, Yuming|Wang, Jifeng"
US12277341,B2,"Software-hardware combination method for internal mapping address query of zoned namespace","T-head (shanghai) Semiconductor Co., Ltd.",https://patentscout.innography.com/share/nXSaz5-KdZp6yOmdCMU4gA%3D%3D,G06F00306000,G06F0003065500,711004000,2024-05-02,2025-04-15,2025-04-15,2022-11-02,2023-02-22,2043-06-21,2023-03-07,2023-03-07,"Gao, Xiang|Xue, Fei|Jin, Jiajing|Wu, Wentao|Heng, Jiu|Xu, Yuming|Wang, Jifeng"
US11119686,B2,"Preservation of data during scaling of a geographically diverse data storage system","Emc Ip Holding Company LLC",https://patentscout.innography.com/share/LtpgBfm-cMcRHyUaVdny9Q%3D%3D,G06F00306000,G06F0003063700,711004000,2020-11-05,2021-09-14,2021-09-14,2019-04-30,2019-04-30,2039-05-05,2020-11-05,2020-11-05,"Danilov, Mikhail|Altaye, Yohannes"
US11960724,B2,"Device for detecting zone parallelity of a solid state drive and operating method thereof","Sk Hynix Inc.; Industry-academic Cooperation Foundation, Dankook University",https://patentscout.innography.com/share/VHaOZP8l4K09suu-Xu54QA%3D%3D,G06F00306000,G06F0003067900,711004000,2023-03-16,2024-04-16,2024-04-16,2021-09-13,2022-09-02,2042-10-21,2023-03-16,2023-03-16,"Choi, Jongmoo|Oh, Myunghoon"
US20200356306,A1,"Dynamic data placement for collision avoidance among concurrent write streams","Micron Technology, Inc.",https://patentscout.innography.com/share/rUnkXJb-MTgPeHIt6onB6g%3D%3D,G06F00306000,G06F0003065900,711004000,2020-11-12,2021-09-07,2020-11-12,2019-05-06,2020-05-01,2021-09-07,2020-11-12,2020-11-12,"Subbarao, Sanjay"
US11113006,B2,"Dynamic data placement for collision avoidance among concurrent write streams","Micron Technology, Inc.",https://patentscout.innography.com/share/Pl044c5uLWY2J-OBS27m5Q%3D%3D,G06F00306000,G06F0003065900,711004000,2020-11-12,2021-09-07,2021-09-07,2019-05-06,2020-05-01,2040-05-01,2020-11-12,2020-11-12,"Subbarao, Sanjay"
CN113785278,A,"Dynamic data placement for avoiding collisions between concurrent write flows","Micron Technology Inc.",https://patentscout.innography.com/share/BI1_BiTIq-FuvpejT0GqlQ%3D%3D,G06F01210720,G06F0003065900,713340000,2021-12-10,2024-06-18,2021-12-10,2019-05-06,2020-05-05,2024-06-18,2020-11-12,2020-11-12,"Subbarao, Sanjay"
CN113785278,B,"Dynamic data placement for avoiding collisions between concurrent write streams","Micron Technology Inc.",https://patentscout.innography.com/share/5aaQixodUJZN5sv8MRtQ_Q%3D%3D,G06F01210720,G06F0003065900,713340000,2021-12-10,2024-06-18,2024-06-18,2019-05-06,2020-05-05,2040-05-04,2020-11-12,2020-11-12,"Subbarao, Sanjay"
US11204721,B2,"Input/output size control between a host system and a memory sub-system","Micron Technology, Inc.",https://patentscout.innography.com/share/ltQrl6OWMfzUsVSpDJbzVg%3D%3D,G06F00306000,G06F0012024600,711004000,2020-11-12,2021-12-21,2021-12-21,2019-05-06,2020-05-01,2040-05-01,2020-11-12,2020-11-12,"Subbarao, Sanjay|Ish, Mark"
US11709632,B2,"Input/output size control between a host system and a memory sub-system","Micron Technology, Inc.",https://patentscout.innography.com/share/8ypEAsk-_ehknIVw0B14ZQ%3D%3D,G06F00306000,G06F0012024600,711004000,2022-03-17,2023-07-25,2023-07-25,2019-05-06,2021-11-24,2040-05-01,2020-11-12,2020-11-12,"Subbarao, Sanjay|Ish, Mark"
US8559209,B2,"Array voltage regulating technique to enable data operations on large cross-point memory arrays with resistive memory elements","Unity Semiconductor Corporation",https://patentscout.innography.com/share/mYvcRGg5WXRVhq9BCeUZFw%3D%3D,G11C01100000,G06F0003062500,365148000,2012-12-13,2013-10-15,2013-10-15,2011-06-10,2011-06-10,2032-05-09,2012-12-13,2005-08-11,"Siau, Chang Hua"
US20230103355,A1,"Support higher number of active zones in zns ssd","Sandisk Technologies, Inc.",https://patentscout.innography.com/share/q3hgeL3l_NF_2j09rsiaRA%3D%3D,G06F00306000,G06F0003063100,711004000,2023-04-06,2023-12-26,2023-04-06,2021-10-01,2021-10-01,2023-12-26,2023-04-06,2023-04-06,"Surianarayanan, Ravishankar"
US11853565,B2,"Support higher number of active zones in zns ssd","Sandisk Technologies, Inc.",https://patentscout.innography.com/share/zmh9mDh9_SkDLdKQF2yWvQ%3D%3D,G06F00306000,G06F0003063100,711004000,2023-04-06,2023-12-26,2023-12-26,2021-10-01,2021-10-01,2041-10-08,2023-04-06,2023-04-06,"Surianarayanan, Ravishankar"
US20170168956,A1,"Block cache staging in content delivery network caching system","Meta Platforms, Inc.",https://patentscout.innography.com/share/FDZGZzyBmJQVV1gCBQY5EQ%3D%3D,G11C00710000,G06F0012088800,713340000,2017-06-15,,2017-06-15,2015-12-15,2015-12-15,2020-01-07,2017-06-15,2017-06-15,"Van Greunen, Jana|Zhou, Huapeng|Tang, Linpeng"
CN107015764,A,"Nand flash data processing method, device and a nand flash","Shenzhen Netcom Electronics Co., Ltd.",https://patentscout.innography.com/share/K1rvlhN1SOzprrT4Qlet_A%3D%3D,G06F00306000,G06F0003061100,711004000,2017-08-04,2020-03-27,2017-08-04,2017-03-17,2017-03-17,2020-03-27,2017-08-04,2017-08-04,"Zhu, Xiping"
CN107015764,B,"Data processing method of nand flash, device and a nand flash","Shenzhen Longsys Electronics Co., Ltd.",https://patentscout.innography.com/share/LyyQevQS1t6ZyewwKEGxdA%3D%3D,G06F00306000,G06F0003061100,711004000,2017-08-04,2020-03-27,2020-03-27,2017-03-17,2017-03-17,2037-03-16,2017-08-04,2017-08-04,"Zhu, Xiping"
CN111966298,A,"A method and device for realizing inverted program based on flash memory","Shenzhen Sandiyixin Electronic Co., Ltd.",https://patentscout.innography.com/share/Kkf9Zn05DIDWp_7tynG74w%3D%3D,G06F00306000,G06F0003060700,711004000,2020-11-20,2021-07-27,2020-11-20,2020-08-24,2020-08-24,2021-07-27,2020-11-20,2020-11-20,"Zeng, Qingcong|Zhang, Ruhong|Yang, Xiaosheng"
US11010057,B2,"Storage system and method for storage system calibration","Sandisk Technologies, Inc.",https://patentscout.innography.com/share/ATuICUz93ylVCZF0mskdJQ%3D%3D,G06F00934500,G06F0012024600,713340000,2020-12-03,2021-05-18,2021-05-18,2019-05-29,2019-05-29,2039-05-29,2020-12-03,2020-12-03,"Muthiah, Ramanathan|Ramamurthy, Ramkumar"
US10997081,B2,"Host and method for storage system calibration","Sandisk Technologies, Inc.",https://patentscout.innography.com/share/1LeZ2vxkJ9h_pwyXFQMP3Q%3D%3D,G06F00934500,G06F0012087300,713340000,2020-12-03,2021-05-04,2021-05-04,2019-05-29,2019-05-29,2039-05-29,2020-12-03,2020-12-03,"Muthiah, Ramanathan|Ramamurthy, Ramkumar"
US20230152973,A1,"Storage device operating in zone unit and data processing system including the same","Samsung Electronics Co., Ltd.",https://patentscout.innography.com/share/lSaGDQUe2ajaIicKQQN-_Q%3D%3D,G06F00306000,G06F0003064000,711004000,2023-05-18,2025-07-01,2023-05-18,2021-11-15,2022-11-15,2025-07-01,2023-05-16,2023-05-16,"Hwang, Jooyoung"
US20130305003,A1,"Storage apparatus and data management method","Hitachi, Ltd.",https://patentscout.innography.com/share/elxCni-rBT72SREVllD6Mw%3D%3D,G06F01216000,G06F0003060800,711162000,2013-11-14,2015-05-05,2013-11-14,2012-05-11,2012-05-11,2015-05-05,2013-11-14,2013-11-14,"Matsushita, Takaki|Deguchi, Akira|Akutsu, Hiroaki|Araki, Akihiko"
US9026754,B2,"Storage apparatus and data management method","Hitachi, Ltd.",https://patentscout.innography.com/share/T3tP8Ngy3EwaEPhsFjVCBQ%3D%3D,G06F01216000,G06F0003060800,711162000,2013-11-14,2015-05-05,2015-05-05,2012-05-11,2012-05-11,2023-05-05,2013-11-14,2013-11-14,"Matsushita, Takaki|Deguchi, Akira|Akutsu, Hiroaki|Araki, Akihiko"
US9483197,B1,"Transaction-based storage system and method that uses variable sized objects to store data","Primos Storage Technology LLC",https://patentscout.innography.com/share/5862rAIlaGjuja0_xXQrqw%3D%3D,G06F00306000,G06F0003061900,711004000,,2016-11-01,2016-11-01,2004-05-13,2015-10-19,2024-05-13,2005-11-17,2005-11-17,"Cousins, Robert E."
US9965204,B1,"Transaction-based storage system and method that uses variable sized objects to store data","Primos Storage Technology, LLC",https://patentscout.innography.com/share/vijcPWgBkxjmZrWbSuWHQg%3D%3D,G06F00306000,G06F0003061900,711004000,,2018-05-08,2018-05-08,2004-05-13,2016-07-31,2024-05-13,2005-11-17,2005-11-17,"Cousins, Robert E."
US10592150,B2,"Storage apparatus","Hitachi Vantara, Ltd.",https://patentscout.innography.com/share/I-MP8-AZerp5Z6sWGdDkog%3D%3D,G06F01200000,G06F0003064100,710244000,2018-09-06,2020-03-17,2020-03-17,2016-02-15,2016-02-15,2036-03-29,2017-08-24,2017-08-24,"Sakamoto, Keisuke|Takeuchi, Hisaharu|Takei, Haruki|Ikeda, Hajime"
US20230161500,A1,"Methods and systems for processing write requests in a storage system","Netapp, Inc.",https://patentscout.innography.com/share/gMpqqudHcwTnFFYNAxjB8g%3D%3D,G06F01202000,G06F0003061000,711004000,2023-05-25,2023-10-31,2023-05-25,2021-11-22,2021-11-22,2023-10-31,2023-05-25,2023-05-25,"Doucette, Douglas P.|Gangadharan, Sushilkumar|Singh, Rohit"
US11803329,B2,"Methods and systems for processing write requests in a storage system","Netapp, Inc.",https://patentscout.innography.com/share/obJS3YQTzvGeniHUmbkzrg%3D%3D,G06F00306000,G06F0003061000,711004000,2023-05-25,2023-10-31,2023-10-31,2021-11-22,2021-11-22,2041-12-24,2023-05-25,2023-05-25,"Doucette, Douglas P.|Gangadharan, Sushilkumar|Singh, Rohit"
